entry_id,source_dataset,source_record_id,name_raw,name_canonical,site_type_tags,evidence_mode,primary_source,corroboration_status,corroborating_sources,active_raw,start_year,end_year,decades_norm,time_basis,address_raw,lat,lon,space_basis,spatial_precision,audit_note
S2:130,S2,130,Pink Pony,Pink Pony,[],community_directory,,single_source,[],,1993,2013,"[""1990s"", ""2000s"", ""2010s""]",S2.decades_reported,"176 Ludlow Street, New York, NY",40.7216825,-73.9873972,source_coordinates,point,
S2:131,S2,131,Portofino Restaurant,Portofino Restaurant,[],community_directory,,single_source,[],,1960,,"[""1960s""]",S2.decades_reported,"206 THOMPSON STREET, NEW YORK, NY",40.7285958,-73.9993244,source_coordinates,point,
S2:132,S2,132,pride center of staten island,pride center of staten island,[],community_directory,,single_source,[],,,,[],S2.decades_missing,"25 Victory Blvd, Staten Island, NY",40.6379743,-74.0763216,source_coordinates,point,
S2:133,S2,133,Private Eyes at Sleaze Bar,Private Eyes at Sleaze Bar,[],community_directory,,single_source,[],,1987,,"[""1980s""]",S2.decades_reported,"12 West 21st Street, New York, NY",40.7404649,-73.9916803,source_coordinates,point,
S2:134,S2,134,Provincetown Landing,Provincetown Landing,[],community_directory,,single_source,[],,1940,1950,"[""1940s"", ""1950s""]",S2.decades_reported,"THE CORNER OF BLEECKER STREET AND THOMPSON STREET, NEW YORK, NY",40.7284387,-73.9996714,source_coordinates,point,
S2:135,S2,135,Purgatory,Purgatory,[],community_directory,,single_source,[],,2019,,"[""2010s""]",S2.decades_reported,"675 Central Avenue, Brooklyn, NY",40.6872368,-73.9057271,source_coordinates,point,
S2:136,S2,136,Puta Scandalosa at Mother,Puta Scandalosa at Mother,[],community_directory,,single_source,[],,1990,,"[""1990s""]",S2.decades_reported,"432 West 14th Street, New York, NY",40.741321,-74.0069605,source_coordinates,point,
S2:137,S2,137,Pyramid Club,Pyramid Club,[],community_directory,,single_source,[],,1979,,"[""1970s""]",S2.decades_reported,"101 AVENUE A #1, NEW YORK, NY",40.7258024,-73.9839225,source_coordinates,point,
S2:138,S2,138,Q Lounge,Q Lounge,[],community_directory,,single_source,[],,2003,,"[""2000s""]",S2.decades_reported,"220 West 19th Street, New York, NY",40.7418919,-73.998475,source_coordinates,point,
S2:139,S2,139,Q Train at Sycamore,Q Train at Sycamore,[],community_directory,,single_source,[],,2017,2025,"[""2010s"", ""2020s""]",S2.decades_reported,"1118 Cortelyou Road, Brooklyn, NY",40.6397169,-73.9671558,source_coordinates,point,
S2:140,S2,140,Renaissance,Renaissance,[],community_directory,,single_source,[],,1930,1940,"[""1930s"", ""1940s""]",S2.decades_reported,"7th Avenue between 136th Street and 137th Street, New York, NY",40.8180951,-73.9462925,source_coordinates,point,
S2:141,S2,141,Rhythms,Rhythms,[],community_directory,,single_source,[],,1970,1980,"[""1970s"", ""1980s""]",S2.decades_reported,"1513 New Utrecht Avenue, Brooklyn, NY",40.617499,-73.9994877,source_coordinates,point,
S2:142,S2,142,Riverside Church,Riverside Church,[],community_directory,,single_source,[],,1930,2025,"[""1930s"", ""1940s"", ""1950s"", ""1960s"", ""1970s"", ""1980s"", ""1990s"", ""2000s"", ""2010s"", ""2020s""]",S2.decades_reported,"490 RIVERSIDE DRIVE, new york, ny",40.8118356,-73.9630243,source_coordinates,point,
S2:143,S2,143,Rubyfruit,Rubyfruit,[],community_directory,,single_source,[],,1994,2008,"[""1990s"", ""2000s""]",S2.decades_reported,"531 HUDSON STREET, NEW YORK, NY",40.7342444,-74.0064861,source_coordinates,point,
S2:144,S2,144,SAGE Center Midtown,SAGE Center Midtown,[],community_directory,,single_source,[],,,,[],S2.decades_missing,"305 7th Ave 15th floor, New York, NY",40.7466546,-73.9933453,source_coordinates,point,
S2:145,S2,145,SAGE Center Harlem,SAGE Center Harlem,[],community_directory,,single_source,[],,,,[],S2.decades_missing,"220 West 143rd Street, New York, NY",40.8206553,-73.941213,source_coordinates,point,
S2:146,S2,146,Washington Square United Methodist Church &amp; Parish House,Washington Square United Methodist Church &amp; Parish House,[],community_directory,,single_source,[],,1976,1987,"[""1970s"", ""1980s""]",S2.decades_reported,"133 West 4th Street, NEW YORK, NY",40.7313527,-73.9999097,source_coordinates,point,
S2:147,S2,147,Sanctuary Lounge,Sanctuary Lounge,[],community_directory,,single_source,[],,,,[],S2.decades_missing,"444 7th Avenue, Brooklyn, NY",40.663293,-73.9848739,source_coordinates,point,
S2:148,S2,148,Savage,Savage,[],community_directory,,single_source,[],,1988,,"[""1980s""]",S2.decades_reported,"208 West 23rd Street, New York, NY",40.7440535,-73.9964321,source_coordinates,point,
S2:149,S2,149,Schomburg Center for Research in Black Culture,Schomburg Center for Research in Black Culture,[],community_directory,,single_source,[],,1980,,"[""1980s""]",S2.decades_reported,"515 MALCOLM X BOULEVARD, New York, NY",40.8146271,-73.9409189,source_coordinates,point,
S2:150,S2,150,Scissor Sunday at The Rusty Knot,Scissor Sunday at The Rusty Knot,[],community_directory,,single_source,[],,2012,2016,"[""2010s""]",S2.decades_reported,"425 WEST STREET, NEW YORK, NY 10014",40.7351676,-74.0097634,source_coordinates,point,
S2:151,S2,151,Serena,Serena,[],community_directory,,single_source,[],,2018,,"[""2010s""]",S2.decades_reported,"222 West 23rd Street, New York, NY",40.7443276,-73.9968682,source_coordinates,point,
S2:152,S2,152,She-Bang at 40 Below,She-Bang at 40 Below,[],community_directory,,single_source,[],,2018,,"[""2010s""]",S2.decades_reported,"40 West 8th Street, New York, NY",40.7330079,-73.9984039,source_coordinates,point,
S2:153,S2,153,Shescape,Shescape,[],community_directory,,single_source,[],,1980,,"[""1980s""]",S2.decades_reported,"Lexington Avenue on the Upper East Side , NEW YORK, NY",40.7736478,-73.959857,source_coordinates,point,
S2:154,S2,154,Showstopper at BLVD,Showstopper at BLVD,[],community_directory,,single_source,[],,2007,2009,"[""2000s""]",S2.decades_reported,"199 Bowery, New York, NY",40.7210706,-73.9933815,source_coordinates,point,
S2:155,S2,155,Silhouette,Silhouette,[],community_directory,,single_source,[],,1977,1980,"[""1970s"", ""1980s""]",S2.decades_reported,"53 WEST 19TH STREET, NEW YORK, NY",40.7400832,-73.9934758,source_coordinates,point,
S2:156,S2,156,Skin-Tight at Tribal Lounge,Skin-Tight at Tribal Lounge,[],community_directory,,single_source,[],,1990,,"[""1990s""]",S2.decades_reported,"22 7th Avenue South, New York, NY",40.730118,-74.005045,source_coordinates,point,
S2:157,S2,157,Snapshot at Bar 13,Snapshot at Bar 13,[],community_directory,,single_source,[],,2004,2014,"[""2000s"", ""2010s""]",S2.decades_reported,"35 E 13th St, New York, NY",40.7345138,-73.9919595,source_coordinates,point,
S2:158,S2,158,SoHo Groove at Sticky!,SoHo Groove at Sticky!,[],community_directory,,single_source,[],,1990,,"[""1990s""]",S2.decades_reported,"386 West Broadway, New York, NY",40.724035,-74.0026987,source_coordinates,point,
S2:159,S2,159,St. Andrew&rsquo;s Episcopal Church,St. Andrew&rsquo;s Episcopal Church,[],community_directory,,single_source,[],,1978,,"[""1970s""]",S2.decades_reported,"46-09 31ST AVENUE, QUEENS, NY",40.7590079,-73.9115029,source_coordinates,point,
S2:160,S2,160,Stag Lounge,Stag Lounge,[],community_directory,,single_source,[],,1990,,"[""1990s""]",S2.decades_reported,"31 Union Square West, New York, NY",40.7368125,-73.9911064,source_coordinates,point,
S2:161,S2,161,Stardust,Stardust,[],community_directory,,single_source,[],,1960,1970,"[""1960s"", ""1970s""]",S2.decades_reported,Mid 70s on the Upper West Side,40.7803414,-73.9796591,source_coordinates,point,
S2:162,S2,162,Starlette Sunday at Starlight,Starlette Sunday at Starlight,[],community_directory,,single_source,[],,1998,2008,"[""1990s"", ""2000s""]",S2.decades_reported,"167 AVENUE A, NEW YORK, NY",40.7282589,-73.9821955,source_coordinates,point,
S2:163,S2,163,Starlight,Starlight,[],community_directory,,single_source,[],,1998,2008,"[""1990s"", ""2000s""]",S2.decades_reported,"167 AVENUE A, NEW YORK, NY",40.7284765,-73.9821535,source_coordinates,point,
S2:164,S2,164,Starlite Lounge,Starlite Lounge,[],community_directory,,single_source,[],,1970,2010,"[""1970s"", ""1980s"", ""1990s"", ""2000s"", ""2010s""]",S2.decades_reported,"1084 BERGEN STREET, BROOKLYN, NY",40.6758805,-73.9501858,source_coordinates,point,
S2:165,S2,165,Stiletto at the Maritime Hotel,Stiletto at the Maritime Hotel,[],community_directory,,single_source,[],,2008,2015,"[""2000s"", ""2010s""]",S2.decades_reported,"363 WEST 16TH STREET, NEW YORK, NY",40.7424404,-74.0039825,source_coordinates,point,
S2:166,S2,166,Stiletto at the Park,Stiletto at the Park,[],community_directory,,single_source,[],,2016,2017,"[""2010s""]",S2.decades_reported,"118 10TH AVENUE, NEW YORK, NY",40.7441564,-74.0062795,source_coordinates,point,
S2:167,S2,167,Stonewall House,Stonewall House,[],community_directory,,single_source,[],,2019,2025,"[""2010s"", ""2020s""]",S2.decades_reported,"112 St Edwards St, Brooklyn, NY",40.6938037,-73.9779454,source_coordinates,point,
S2:168,S2,168,"Student Homophile League at Earl Hall, Columbia University","Student Homophile League at Earl Hall, Columbia University",[],community_directory,,single_source,[],,1966,1971,"[""1960s"", ""1970s""]",S2.decades_reported,"116TH STREET and BROADWAY, New York, NY",40.8079878,-73.9638163,source_coordinates,point,
S2:169,S2,169,"Submit, Spam and Throb at El Mirage","Submit, Spam and Throb at El Mirage",[],community_directory,,single_source,[],,2000,2025,"[""2000s"", ""2010s"", ""2020s""]",S2.decades_reported,"253 East Houston, NEW YORK, NY",40.7215565,-73.9853227,source_coordinates,point,
S2:170,S2,170,Sweet Sensations II,Sweet Sensations II,[],community_directory,,single_source,[],,1983,,"[""1980s""]",S2.decades_reported,"6322 20th avenue, brooklyn, ny",40.6174265,-73.9853215,source_coordinates,point,
S2:171,S2,171,Swing Rendezvous,Swing Rendezvous,[],community_directory,,single_source,[],,1938,1965,"[""1930s"", ""1940s"", ""1950s"", ""1960s""]",S2.decades_reported,"117 MACDOUGAL STREET, NEW YORK, NY",40.7302002,-74.0005639,source_coordinates,point,
S2:172,S2,172,That&rsquo;s My Jam at The Bell House,That&rsquo;s My Jam at The Bell House,[],community_directory,,single_source,[],,2010,,"[""2010s""]",S2.decades_reported,"149 7th St, Brooklyn, NY 11215",40.6737185,-73.9916803,source_coordinates,point,
S2:173,S2,173,The Bush,The Bush,[],community_directory,,single_source,[],,2023,2025,"[""2020s""]",S2.decades_reported,"333 Troutman Street, Brooklyn, NY",40.7050351,-73.9247189,source_coordinates,point,
S2:174,S2,174,The Center,The Center,[],community_directory,,single_source,[],,1983,2025,"[""1980s"", ""1990s"", ""2000s"", ""2010s"", ""2020s""]",S2.decades_reported,"208 West 13th Street, New York, NY",40.738087,-74.001046,source_coordinates,point,
S2:175,S2,175,Checkerboard,Checkerboard,[],community_directory,,single_source,[],,1960,1970,"[""1960s"", ""1970s""]",S2.decades_reported,"Christopher Street between 7th Avenue and Bleecker Street, New York, NY",40.7333971,-74.0042429,source_coordinates,point,
S2:176,S2,176,Crane Club,Crane Club,[],community_directory,,single_source,[],,1998,,"[""1990s""]",S2.decades_reported,"408 Amsterdam Avenue, New York, NY",40.7836266,-73.9783342,source_coordinates,point,
S2:177,S2,177,Dalloway,Dalloway,[],community_directory,,single_source,[],,2012,2013,"[""2010s""]",S2.decades_reported,"527 BROOME STREET, NEW YORK, NY",40.7237186,-74.0041448,source_coordinates,point,
S2:178,S2,178,Duchess,Duchess,[],community_directory,,single_source,[],,1972,1982,"[""1970s"", ""1980s""]",S2.decades_reported,"70 GROVE STREET, NEW YORK, NY",40.7331487,-74.0028038,source_coordinates,point,
S2:179,S2,179,Flower Pot,Flower Pot,[],community_directory,,single_source,[],,1920,,"[""1920s""]",S2.decades_reported,"Corner of Gay Street and Christopher Street, New York, NY",40.7339522,-74.0003863,source_coordinates,point,
S2:180,S2,180,Goddess,Goddess,[],community_directory,,single_source,[],,1970,,"[""1970s""]",S2.decades_reported,"24 East 22nd Street, New York, NY",40.7398961,-73.9883517,source_coordinates,point,
S2:181,S2,181,Greenwich Village Ball,Greenwich Village Ball,[],community_directory,,single_source,[],,1931,,"[""1930s""]",S2.decades_reported,"119 east 11th street, new york, ny",40.731642,-73.9889471,source_coordinates,point,
S2:182,S2,182,Grove,Grove,[],community_directory,,single_source,[],,1972,1990,"[""1970s"", ""1980s"", ""1990s""]",S2.decades_reported,"70 GROVE STREET, NEW YORK, NY",40.7331548,-74.002814,source_coordinates,point,
S2:183,S2,183,Leslie-Lohman Museum of Art,Leslie-Lohman Museum of Art,[],community_directory,,single_source,[],,1969,2025,"[""1960s"", ""1970s"", ""1980s"", ""1990s"", ""2000s"", ""2010s"", ""2020s""]",S2.decades_reported,"26 Wooster Street, New york, NY",40.7216458,-74.0030063,source_coordinates,point,
S2:184,S2,184,Lib,Lib,[],community_directory,,single_source,[],,1970,,"[""1970s""]",S2.decades_reported,"305 east 45th street, new york, ny",40.7516071,-73.9701396,source_coordinates,point,
S2:185,S2,185,"Mind, Body, Spirit at The Limelight","Mind, Body, Spirit at The Limelight",[],community_directory,,single_source,[],,1983,2007,"[""1980s"", ""1990s"", ""2000s""]",S2.decades_reported,"660 6TH AVENUE, NEW YORK, NY",40.7412345,-73.9936437,source_coordinates,point,
S2:186,S2,186,The Love Cage,The Love Cage,[],community_directory,,single_source,[],,1969,1970,"[""1960s"", ""1970s""]",S2.decades_reported,"3rd street near 6th avenue, new york, ny",40.7310719,-74.0014265,source_coordinates,point,
S2:187,S2,187,Madison Mansion,Madison Mansion,[],community_directory,,single_source,[],,,,[],S2.decades_missing,"29 East 32nd Street, New York, NY",40.746466,-73.983289,source_coordinates,point,
S2:188,S2,188,Moroccan Village,Moroccan Village,[],community_directory,,single_source,[],,2018,,"[""2010s""]",S2.decades_reported,"23 West 8th Street, New York, NY",40.7330097,-73.9975126,source_coordinates,point,
S2:189,S2,189,Music Box,Music Box,[],community_directory,,single_source,[],,1950,1972,"[""1950s"", ""1960s"", ""1970s""]",S2.decades_reported,"121 WEST 3RD STREET, NEW YORK, NY",40.7307163,-74.0003229,source_coordinates,point,
S2:190,S2,190,Octagon,Octagon,[],community_directory,,single_source,[],,1991,,"[""1990s""]",S2.decades_reported,"555 West 33rd Street, New York, NY",40.7551642,-74.0018196,source_coordinates,point,
S2:191,S2,191,Pony Stable Inn,Pony Stable Inn,[],community_directory,,single_source,[],,1940,1960,"[""1940s"", ""1950s"", ""1960s""]",S2.decades_reported,"150 WEST 4TH STREET, NEW YORK, NY",40.731432,-74.0006679,source_coordinates,point,
S2:192,S2,192,The Rosemont,The Rosemont,[],community_directory,,single_source,[],,2016,2025,"[""2010s"", ""2020s""]",S2.decades_reported,"63 Montrose Ave, Brooklyn, NY",40.7071395,-73.9474418,source_coordinates,point,
S2:193,S2,193,Sahara,Sahara,[],community_directory,,single_source,[],,1976,1979,"[""1970s""]",S2.decades_reported,"1234 SECOND AVENUE, NEW YORK, NY",40.7641257,-73.9617869,source_coordinates,point,
S2:194,S2,194,Saint Nightclub,Saint Nightclub,[],community_directory,,single_source,[],,1980,1988,"[""1980s""]",S2.decades_reported,"432 LAFAYETTE STREET, NEW YORK, NY",40.7294274,-73.9923919,source_coordinates,point,
S2:195,S2,195,Sea Colony,Sea Colony,[],community_directory,,single_source,[],,1950,1960,"[""1950s"", ""1960s""]",S2.decades_reported,"52 WEST 8TH AVENUE, NEW YORK, NY",40.7384402,-74.0034447,source_coordinates,point,
S2:196,S2,196,Underground,Underground,[],community_directory,,single_source,[],,1980,1989,"[""1980s""]",S2.decades_reported,"860 Broadway, New York, NY",40.7371159,-73.9898439,source_coordinates,point,
S2:197,S2,197,The World,The World,[],community_directory,,single_source,[],,1980,1991,"[""1980s"", ""1990s""]",S2.decades_reported,"254 East 2nd Street, New York, NY",40.7213713,-73.9813759,source_coordinates,point,
S2:198,S2,198,Three,Three,[],community_directory,,single_source,[],,1970,,"[""1970s""]",S2.decades_reported,"314 EAST 72ND STREET, NEW YORK, NY",40.7683589,-73.9578292,source_coordinates,point,
S2:199,S2,199,Truckstop at Pacha,Truckstop at Pacha,[],community_directory,,single_source,[],,2010,2011,"[""2010s""]",S2.decades_reported,"618 West 46th St, New York, NY",40.763589,-73.9976063,source_coordinates,point,
S2:200,S2,200,Truckstop at Slate,Truckstop at Slate,[],community_directory,,single_source,[],,2010,2012,"[""2010s""]",S2.decades_reported,"54 West 21st Street, New York, NY",40.7411817,-73.9931954,source_coordinates,point,
S2:201,S2,201,Viscaya,Viscaya,[],community_directory,,single_source,[],,2003,2018,"[""2000s"", ""2010s""]",S2.decades_reported,"191 7th Avenue, New York, NY",40.7429014,-73.9962025,source_coordinates,point,
S2:202,S2,202,W.O.W. Cafe Theater,W.O.W. Cafe Theater,[],community_directory,,single_source,[],,1980,2005,"[""1980s"", ""1990s"", ""2000s""]",S2.decades_reported,"59-61 east 4th street, New York, NY",40.7270219,-73.9908285,source_coordinates,point,
S2:203,S2,203,Webster Hall and Annex,Webster Hall and Annex,[],community_directory,,single_source,[],,1900,,"[""1900s""]",S2.decades_reported,"125-129 EAST 11TH STREET, New York, NY",40.7317691,-73.9891139,source_coordinates,point,
S2:204,S2,204,Wellsworth,Wellsworth,[],community_directory,,single_source,[],,1930,1950,"[""1930s"", ""1940s"", ""1950s""]",S2.decades_reported,"2120 Seventh Avenue, NEW YORK, NY",40.809819,-73.9481661,source_coordinates,point,
S2:205,S2,205,Westbeth: Congregation Beit Simchat Torah,Westbeth: Congregation Beit Simchat Torah,[],community_directory,,single_source,[],,1975,2016,"[""1970s"", ""1980s"", ""1990s"", ""2000s"", ""2010s""]",S2.decades_reported,"57 BETHUNE STREET, New York, NY",40.7369462,-74.0087031,source_coordinates,point,
S2:206,S2,206,Womanbooks,Womanbooks,[],community_directory,,single_source,[],,1975,1987,"[""1970s"", ""1980s""]",S2.decades_reported,"201 West 92nd Street, New York, NY",40.7917966,-73.9725548,source_coordinates,point,
S2:207,S2,207,Women&rsquo;s Liberation Center,Women&rsquo;s Liberation Center,[],community_directory,,single_source,[],,1972,1987,"[""1970s"", ""1980s""]",S2.decades_reported,"243 WEST 20TH STREET, New York, NY",40.7431504,-73.9987338,source_coordinates,point,
S2:208,S2,208,Wonderbar,Wonderbar,[],community_directory,,single_source,[],,1995,2002,"[""1990s"", ""2000s""]",S2.decades_reported,"505 East 6th street, New york, ny",40.7253705,-73.9833932,source_coordinates,point,
S2:209,S2,209,YuMMY at Cafe Melville,YuMMY at Cafe Melville,[],community_directory,,single_source,[],,1990,,"[""1990s""]",S2.decades_reported,"110 Barrow Street, New york, ny",40.732037,-74.008558,source_coordinates,point,
S2:210,S2,210,Zamezie Bar,Zamezie Bar,[],community_directory,,single_source,[],,1930,1940,"[""1930s"", ""1940s""]",S2.decades_reported,"132nd Street between Frederick Douglass Boulevard and 7th Avenue, New York, NY",40.814713,-73.948269,source_coordinates,point,
S2:211,S2,211,Zodiac Club,Zodiac Club,[],community_directory,,single_source,[],,1930,1940,"[""1930s"", ""1940s""]",S2.decades_reported,"2nd Avenue between 126th street and 127th street, new york, ny",40.804081,-73.9326758,source_coordinates,point,
S3:0,S3,0,2020,2020,[],scholarly_reconstruction,Kathy Wakeham,single_source,[],,,,"[""1980s""]",S3.decades_reported,20 West 20th Street,,,address_only,,
S3:1,S3,1,220 Club,220 Club,[],scholarly_reconstruction,"Winter 1983 Gaia's Guide; Gwen Shocky
(lists it as 1970s)",single_source,[],,,,"[""1970s"", ""1980s""]",S3.decades_reported,220 West Houston Street,,,address_only,,
S3:2,S3,2,2i's (WOW Wednesdays),2i's (WOW Wednesdays),[],scholarly_reconstruction,"LHA Bar Files ‐ green star (1st folder, not digitized)",single_source,[],,,,"[""1990s""]",S3.decades_reported,248 West 14th Street,,,address_only,,
S3:3,S3,3,7th Floor,7th Floor,[],scholarly_reconstruction,Winter 1983 Gaia's Guide,single_source,[],,1983,,"[""1980s""]",S3.decades_reported,22 West 27th Street,,,address_only,,
S3:4,S3,4,Admiral Bar,Admiral Bar,[],scholarly_reconstruction,"Map of Harlem Night Spots Frequented by African American Lesbians in the 1930s and 1940s ‐ From ""The Other  Black Woman""; Lesbian History Project of New York's list of lesbian and gay bars, pre‐1970s bars, Source: Harriet Lane, List",single_source,[],,,,"[""1930s"", ""1940s""]",S3.decades_reported,Lenox Avenue and 132nd Street,,,address_only,,
S3:5,S3,5,African Queen,African Queen,[],scholarly_reconstruction,"Lesbian Herstory Archives Subject Files‐ Bars; Lesbian History Project of New York's list of lesbian and gay bars, pre‐ 1970s bars, Source: Harriet Lane, List made in February 1981 (also has list of bars pre 1970 with general dates but no
addresses)",single_source,[],,,,"[""1970s""]",S3.decades_reported,,,,address_only,,
S3:6,S3,6,Aldo's,Aldo's,[],scholarly_reconstruction,Gwen Shockey,single_source,[],,,,[],S3.decades_missing,,,,address_only,,
S3:7,S3,7,A'Lelia Walker's estate,A'Lelia Walker's estate,[],scholarly_reconstruction,"Lesbian Herstory Subject Files‐ African Ancestral Lesbians‐ History; Article in ""The Advocate"" ""T'aint Nobody's Business: Homosexuality in Harlem in the 1920s""""; http://www.aleliabundles.com/2013/11/ 23/writing‐biography‐an‐update‐on‐the‐ joy‐goddess‐of‐harlem/",single_source,[],,,,"[""1920s""]",S3.decades_reported,108‐110 West 136th Street (near Lenox Avenue),,,address_only,,
S3:8,S3,8,Alice Whitehead's,Alice Whitehead's,[],scholarly_reconstruction,"Map of Harlem Night Spots Frequented by African American Lesbians in the 1930s and 1940s ‐ From ""The Other
Black Woman""",single_source,[],,,,"[""1930s"", ""1940s""]",S3.decades_reported,Between 139th and 140th Street on St. Nicholas Avenue,,,address_only,,
S3:9,S3,9,"Alley, The","Alley, The",[],scholarly_reconstruction,Gwen Shockey,single_source,[],,,,[],S3.decades_missing,740 3rd Avenue,,,address_only,,
S3:10,S3,10,Andre's,Andre's,[],scholarly_reconstruction,"Map of Harlem Night Spots Frequented by African American Lesbians in the 1930s and 1940s ‐ From ""The Other Black Woman""",single_source,[],,,,"[""1930s"", ""1940s""]",S3.decades_reported,"On West 126th Street, between Fredrick Douglas Boulevard and Morningside Avenue",,,address_only,,
S3:11,S3,11,Andrews,Andrews,[],scholarly_reconstruction,"Lesbian Herstory Archives Subject Files‐ Bars; Lesbian History Project of New York's list of lesbian and gay bars, pre‐ 1970s bars, Source: Harriet Lane, List made in February 1981 (also has list of bars pre 1970 with general dates but no
addresses)",single_source,[],,,,"[""1970s""]",S3.decades_reported,,,,address_only,,
S3:12,S3,12,Apollo Bar; J. Bar,Apollo Bar; J. Bar,[],scholarly_reconstruction,"Map of Harlem Night Spots Frequented by African American Lesbians in the 1930s and 1940s ‐ From ""The Other
Black Woman""",single_source,[],,,,"[""1930s"", ""1940s""]",S3.decades_reported,Between 7th Ave and Fredrick Douglas Boulevard on West 126th Street,,,address_only,,
S3:13,S3,13,Ariel's,Ariel's,[],scholarly_reconstruction,Various ‐ see entry,single_source,[],,1980,1984,"[""1980s""]",S3.decades_reported,53 West 19th Street,,,address_only,,
S3:14,S3,14,Audubon Ballroom,Audubon Ballroom,[],scholarly_reconstruction,"Map of Harlem Night Spots Frequented by African American Lesbians in the 1930s and 1940s ‐ From ""The Other
Black Woman""",single_source,[],,1912,1950,"[""1930s""]",S3.decades_reported,3940 Broadway (at West 165th Street),,,address_only,,
S3:15,S3,15,Clubhouse (AVA),Clubhouse (AVA),[],scholarly_reconstruction,Wanda Acosta,single_source,[],,2005,,"[""2000s""]",S3.decades_reported,700 East 9th Street,,,address_only,,
S3:16,S3,16,"Lot 45 (Bad Habit, part of the Hot
Rabbit series)","Lot 45 (Bad Habit, part of the Hot
Rabbit series)",[],scholarly_reconstruction,https://www.hotrabbit.com/,single_source,[],,2016,,"[""2010s""]",S3.decades_reported,411 Troutman Street,,,address_only,,
S3:17,S3,17,Bagatelle (The Bag),Bagatelle (The Bag),[],scholarly_reconstruction,Various ‐ see entry,single_source,[],,1951,1959,"[""1950s""]",S3.decades_reported,86 University Place,,,address_only,,
S3:18,S3,18,Barefoot Boogie,Barefoot Boogie,[],scholarly_reconstruction,1990/91 and 1991/92 Gaia's Guide,single_source,[],,1990,1992,"[""1990s""]",S3.decades_reported,"434 6th Avenue, 4th Floor (9th and 10th Streets)",,,address_only,,
S3:19,S3,19,Beach Haven,Beach Haven,[],scholarly_reconstruction,1978 and 1983 Gaia's Guide (LGBTQ Center Archive),single_source,[],,1978,1983,"[""1970s"", ""1980s""]",S3.decades_reported,901 Father Cappando Boulevard; 901 Seaside Boulevard (1983),,,address_only,,
S3:20,S3,20,Big Apple,Big Apple,[],scholarly_reconstruction,"Lesbian Herstory Archives Subject Files‐ Bars; Lesbian History Project of New York's list of lesbian and gay bars, pre‐ 1970s bars, Source: Harriet Lane, List made in February 1981 (also has list of bars pre 1970 with general dates but no
addresses)",single_source,[],,,,"[""1970s""]",S3.decades_reported,,,,address_only,,
S3:21,S3,21,Black Jack,Black Jack,[],scholarly_reconstruction,"Lesbian History Project of New York's list of lesbian and gay bars, pre‐1970s bars Source: Joan Nestle, List made in February 1981 (also has list of bars pre 1970 with general dates but no
addresses)",single_source,[],,,,"[""1970s""]",S3.decades_reported,West 8th Street,,,address_only,,
S3:22,S3,22,Blind Charlie's,Blind Charlie's,[],scholarly_reconstruction,"Map of Harlem Night Spots Frequented by African American Lesbians in the 1930s and 1940s ‐ described by Jeanne Flash Gray in ""The Other Black Woman""",single_source,[],,,,"[""1930s"", ""1940s""]",S3.decades_reported,"On 110th Street, between Fifth Avenue and Madison Avenue",,,address_only,,
S3:23,S3,23,bOb (Tongue),bOb (Tongue),[],scholarly_reconstruction,Gwen Shockey,single_source,[],,,,"[""2000s""]",S3.decades_reported,235 Eldridge Street,,,address_only,,
S3:24,S3,24,Limelight (Body and Soul and Shescape),Limelight (Body and Soul and Shescape),[],scholarly_reconstruction,Gwen Shockey,single_source,[],,1983,2007,"[""1980s"", ""1990s"", ""2000s""]",S3.decades_reported,660 6th Avenue,,,address_only,,
S3:25,S3,25,Bohemia (Café Bohemia),Bohemia (Café Bohemia),[],scholarly_reconstruction,https://lostwomynsspace.blogspot.com/2012/01/bo hemian-cafe-bohemia.html,single_source,[],,,,"[""1950s"", ""1960s""]",S3.decades_reported,15 Barrow Street,,,address_only,,
S3:26,S3,26,Boiler Room,Boiler Room,[],scholarly_reconstruction,Gwen Shockey,single_source,[],,,,"[""2000s""]",S3.decades_reported,86 East 4th Street at 2nd Avenue,,,address_only,,
S3:27,S3,27,Bon Soir,Bon Soir,[],scholarly_reconstruction,https://books.google.com/books?id=j74 GwY2WnekC&lpg=PT74&dq=%22Page% 20Three%22%20lesbian%20bar&pg=PT7 4#v=onepage&q=grapevine&f=false,single_source,[],,,,"[""1950s""]",S3.decades_reported,8th Street,,,address_only,,
S3:28,S3,28,Bonnie and Clyde's,Bonnie and Clyde's,[],scholarly_reconstruction,Various ‐ see entry,single_source,[],,1971,1982,"[""1970s"", ""1980s""]",S3.decades_reported,82 West 3rd Street,,,address_only,,
S3:29,S3,29,Nowhere Bar (Bordello),Nowhere Bar (Bordello),[],scholarly_reconstruction,Wanda Acosta,single_source,[],,2006,,"[""2000s""]",S3.decades_reported,322 East 14th Street,,,address_only,,
S3:30,S3,30,Brazil,Brazil,[],scholarly_reconstruction,Winter 1983 Gaia's Guide,single_source,[],,1983,,"[""1980s""]",S3.decades_reported,86 Mills Ave,,,address_only,,
S3:31,S3,31,Brownies,Brownies,[],scholarly_reconstruction,Gwen Shockey,single_source,[],,,,[],S3.decades_missing,169 Avenue A,,,address_only,,
